y,x,lat_lon1
33.82,135.57,33.82###135.57
33.62,135.51,33.62###135.51
33.91,135.28,33.91###135.28
32.88,130.98,32.88###130.98
32.89,130.99,32.89###130.99
32.95,131.02,32.95###131.02
32.95,131.05,32.95###131.05
32.96,131.05,32.96###131.05
35.9338,139.931,35.9338###139.931
35.877,140.025,35.877###140.025
37.7152,138.333,37.7152###138.333
37.7585,138.343,37.7585###138.343
-66.7889,50.5636,-66.7889###50.5636
-66.7878,50.5672,-66.7878###50.5672
-69.8586,37.1033,-69.8586###37.1033
-69.2581,39.7783,-69.2581###39.7783
-69.2403,39.7625,-69.2403###39.7625
-69.2364,39.7378,-69.2364###39.7378
-69.2436,39.7539,-69.2436###39.7539
-69.2242,39.6567,-69.2242###39.6567
-69.2522,39.7303,-69.2522###39.7303
-69.2533,39.7331,-69.2533###39.7331
-69.6719,39.4053,-69.6719###39.4053
-69.6561,39.4111,-69.6561###39.4111
-69.6775,39.4692,-69.6775###39.4692
-69.4772,39.5728,-69.4772###39.5728
-69.4939,39.6117,-69.4939###39.6117
-69.4958,39.6211,-69.4958###39.6211
-69.4967,39.6264,-69.4967###39.6264
-69.475,39.6006,-69.475###39.6006
-69.4561,39.5833,-69.4561###39.5833
-69.4831,39.6628,-69.4831###39.6628
-69.0044,39.5814,-69.0044###39.5814
-69.0047,39.5811,-69.0047###39.5811
-69.0044,39.5825,-69.0044###39.5825
35.7127,139.762,35.7127###139.762
35.5205,139.798,35.5205###139.798
35.521,139.792,35.521###139.792
35.5303,139.801,35.5303###139.801
34.3976,132.715,34.3976###132.715
36.0667,140.2,36.0667###140.2
31.6,130.55,31.6###130.55
26.396,127.744,26.396###127.744
42.28,-83.73,42.28###-83.73
44.02,144.27,44.02###144.27
42.88,143.17,42.88###143.17
-3.43333,-60.3833,-3.43333###-60.3833
52.6228,1.218,52.6228###1.218
17.8096,-96.998,17.8096###-96.998
10.5667,106,10.5667###106
60,28,60###28
40,127,40###127
59.9382846,10.7900871,59.9382846###10.7900871
52,10,52###10
48.5,11.35,48.5###11.35
49.96,11.59,49.96###11.59
43.67638889,15.875,43.6763888889###15.875
56.1858,-2.5575,56.1858###-2.5575
42.3600825,-71.0588801,42.3600825###-71.0588801
55.6406,12.50581,55.6406###12.50581
56.454004,10.070742,56.454004###10.070742
34.98167,-97.52056,34.98167###-97.52056
35.74,101.46,35.74###101.46
35.02,101.44,35.02###101.44
52.1627,-8.2547,52.1627###-8.2547
45.89908,18.82383,45.89908###18.82383
55.47,7.12,55.47###7.12
48.6,10.2667,48.6###10.2667
48.0167,10.3,48.0167###10.3
48.6,10.8,48.6###10.8
57.6844,11.9646,57.6844###11.9646
34.1411,100.1297,34.1411###100.1297
35.7362,101.4605,35.7362###101.4605
35.0189,101.443,35.0189###101.443
36.7262,100.7512,36.7262###100.7512
36.7262,101.7512,36.7262###101.7512
44.3781,116.4224,44.3781###116.4224
44.3833,117.3118,44.3833###117.3118
43.47,-80.54,43.47###-80.54
48.48519,-79.26385,48.48519###-79.26385
48.51212,-79.3774,48.51212###-79.3774
48.43141,-78.68851,48.43141###-78.68851
48.50917,-78.67194,48.50917###-78.67194
48.51278,-78.68111,48.51278###-78.68111
49.97888,-79.50583,49.97888###-79.50583
49.8575,-79.16472,49.8575###-79.16472
49.76222,-79.15333,49.76222###-79.15333
48.49,-79.34333,48.49###-79.34333
48.80028,-78.96917,48.80028###-78.96917
48.62917,-78.75639,48.62917###-78.75639
48.66222,-79.345,48.66222###-79.345
50.11536,-78.81511,50.11536###-78.81511
50.01456,-78.78903,50.01456###-78.78903
49.97822,-78.78906,49.97822###-78.78906
48.11361,-79.04917,48.11361###-79.04917
48.06889,-79.23722,48.06889###-79.23722
48.27528,-79.42611,48.27528###-79.42611
48.34,-79.53944,48.34###-79.53944
49.94389,-78.12361,49.94389###-78.12361
49.91417,-78.44944,49.91417###-78.44944
49.81472,-78.32139,49.81472###-78.32139
49.23722,-78.4175,49.23722###-78.4175
48.19083,-79.30194,48.19083###-79.30194
48.19861,-79.30111,48.19861###-79.30111
48.79852,-79.27657,48.79852###-79.27657
48.93593,-79.17992,48.93593###-79.17992
48.94156,-79.18497,48.94156###-79.18497
49.34604,-79.20164,49.34604###-79.20164
48.57441,-78.80695,48.57441###-78.80695
48.63496,-78.75678,48.63496###-78.75678
48.52325,-79.42607,48.52325###-79.42607
45.9737,-73.8902,45.9737###-73.8902
46.018,-73.92566,46.018###-73.92566
45.89462,-74.02691,45.89462###-74.02691
48.12947,-71.25861,48.12947###-71.25861
48.12738,-71.263,48.12738###-71.263
48.12694,-71.27876,48.12694###-71.27876
48.23292,-71.24916,48.23292###-71.24916
48.20125,-71.23432,48.20125###-71.23432
48.01403,-71.24666,48.01403###-71.24666
48.02096,-71.28533,48.02096###-71.28533
47.93059,-71.20399,47.93059###-71.20399
47.91716,-71.19862,47.91716###-71.19862
47.95873,-71.17389,47.95873###-71.17389
47.96788,-71.15924,47.96788###-71.15924
47.97515,-71.15397,47.97515###-71.15397
48.29858,-71.23846,48.29858###-71.23846
47.88571,-71.25089,47.88571###-71.25089
48.09064,-71.53036,48.09064###-71.53036
48.07523,-71.58472,48.07523###-71.58472
48.00124,-71.44743,48.00124###-71.44743
47.8655,-71.28,47.8655###-71.28
47.787,-71.2284,47.787###-71.2284
47.79599,-71.13179,47.79599###-71.13179
48.22609,-71.86533,48.22609###-71.86533
48.49367,-72.12424,48.49367###-72.12424
49.10284,-72.98135,49.10284###-72.98135
49.84532,-74.49516,49.84532###-74.49516
49.10206,-73.55153,49.10206###-73.55153
49.07722,-74.18867,49.07722###-74.18867
49.17712,-74.12447,49.17712###-74.12447
49.11701,-73.08765,49.11701###-73.08765
50.85316,-73.34789,50.85316###-73.34789
50.51667,-73.82723,50.51667###-73.82723
49.39708,-73.83355,49.39708###-73.83355
48.03048,-71.46986,48.03048###-71.46986
47.932,-71.241,47.932###-71.241
54.82193,-66.77251,54.82193###-66.77251
54.8958,-66.59138,54.8958###-66.59138
54.81829,-66.77029,54.81829###-66.77029
54.80814,-66.78072,54.80814###-66.78072
54.8677,-66.67668,54.8677###-66.67668
54.84801,-66.67272,54.84801###-66.67272
54.81471,-66.79951,54.81471###-66.79951
54.83115,-66.80691,54.83115###-66.80691
54.82891,-66.82272,54.82891###-66.82272
55.10626,-67.32345,55.10626###-67.32345
55.07472,-67.37062,55.07472###-67.37062
54.9027,-66.88958,54.9027###-66.88958
54.78625,-66.72384,54.78625###-66.72384
54.8585,-66.74589,54.8585###-66.74589
55.14247,-67.23103,55.14247###-67.23103
55.00921,-67.12888,55.00921###-67.12888
55.09052,-68.7728,55.09052###-68.7728
55.07636,-68.69132,55.07636###-68.69132
55.10798,-68.66202,55.10798###-68.66202
54.75995,-67.32451,54.75995###-67.32451
54.71719,-67.61064,54.71719###-67.61064
54.85012,-67.9333,54.85012###-67.9333
54.83183,-67.70866,54.83183###-67.70866
54.72307,-65.93424,54.72307###-65.93424
54.94023,-66.11723,54.94023###-66.11723
54.83028,-66.40984,54.83028###-66.40984
54.1647,-65.2109,54.1647###-65.2109
54.31301,-65.56925,54.31301###-65.56925
54.36591,-65.8794,54.36591###-65.8794
54.44052,-66.05643,54.44052###-66.05643
54.72445,-66.67461,54.72445###-66.67461
54.66257,-66.61148,54.66257###-66.61148
55.01193,-68.79859,55.01193###-68.79859
54.91761,-68.84237,54.91761###-68.84237
54.94872,-68.77256,54.94872###-68.77256
54.99593,-68.72849,54.99593###-68.72849
54.52245,-67.83936,54.52245###-67.83936
54.48548,-67.78498,54.48548###-67.78498
54.65032,-67.41218,54.65032###-67.41218
54.70913,-66.94637,54.70913###-66.94637
55.07986,-65.55527,55.07986###-65.55527
54.87393,-65.52342,54.87393###-65.52342
55.01815,-66.00365,55.01815###-66.00365
55.22715,-67.30692,55.22715###-67.30692
54.45111,-66.69112,54.45111###-66.69112
55.47282,-67.42001,55.47282###-67.42001
55.06528,-67.03879,55.06528###-67.03879
54.91391,-67.09444,54.91391###-67.09444
54.94151,-67.13447,54.94151###-67.13447
54.79284,-66.80624,54.79284###-66.80624
54.85815,-66.80572,54.85815###-66.80572
54.82264,-66.81562,54.82264###-66.81562
54.81701,-66.80553,54.81701###-66.80553
54.96614,-67.05448,54.96614###-67.05448
54.98352,-67.08855,54.98352###-67.08855
54.86517,-66.94007,54.86517###-66.94007
50.32416,-66.42463,50.32416###-66.42463
50.1602,-67.13694,50.1602###-67.13694
50.11856,-67.14208,50.11856###-67.14208
50.13972,-67.13175,50.13972###-67.13175
50.13195,-67.12104,50.13195###-67.12104
50.1354,-67.09375,50.1354###-67.09375
50.24379,-66.7286,50.24379###-66.7286
50.47116,-66.80466,50.47116###-66.80466
50.9303,-65.4584,50.9303###-65.4584
50.91879,-65.21399,50.91879###-65.21399
51.08513,-65.33929,51.08513###-65.33929
50.84446,-65.7376,50.84446###-65.7376
50.27264,-66.59968,50.27264###-66.59968
50.21933,-66.67035,50.21933###-66.67035
50.75889,-66.93566,50.75889###-66.93566
50.79037,-66.91415,50.79037###-66.91415
50.18655,-66.69026,50.18655###-66.69026
50.64894,-66.80858,50.64894###-66.80858
50.40907,-66.78619,50.40907###-66.78619
50.25637,-66.76934,50.25637###-66.76934
50.66169,-66.8294,50.66169###-66.8294
50.42641,-67.47628,50.42641###-67.47628
50.55766,-66.765,50.55766###-66.765
50.52121,-66.77761,50.52121###-66.77761
50.48731,-66.80548,50.48731###-66.80548
50.27156,-67.46499,50.27156###-67.46499
50.26926,-67.45036,50.26926###-67.45036
49.95696,-67.13737,49.95696###-67.13737
49.95826,-67.1285,49.95826###-67.1285
49.95601,-67.10485,49.95601###-67.10485
49.95154,-67.09914,49.95154###-67.09914
49.97523,-67.19346,49.97523###-67.19346
49.97179,-67.19759,49.97179###-67.19759
49.98095,-67.34618,49.98095###-67.34618
49.99687,-67.29388,49.99687###-67.29388
49.99403,-67.29051,49.99403###-67.29051
49.99284,-67.27715,49.99284###-67.27715
50.71848,-67.54853,50.71848###-67.54853
50.68637,-67.51669,50.68637###-67.51669
50.68989,-67.49745,50.68989###-67.49745
50.69332,-67.46072,50.69332###-67.46072
50.7238,-67.45146,50.7238###-67.45146
50.59679,-67.41276,50.59679###-67.41276
50.14095,-67.24557,50.14095###-67.24557
50.2943,-66.28955,50.2943###-66.28955
49.81657,-67.28055,49.81657###-67.28055
45.9737,-73.890214,45.9737###-73.890214
45.972085,-74.387982,45.972085###-74.387982
45.96755,-74.0091,45.96755###-74.0091
46.224919,-74.626838,46.224919###-74.626838
46.01504,-73.924602,46.01504###-73.924602
46.071487,-73.883195,46.071487###-73.883195
45.9144,-74.041058,45.9144###-74.041058
45.9286,-74.034933,45.9286###-74.034933
45.9921,-74.010635,45.9921###-74.010635
48.50227,-79.42686,48.50227###-79.42686
48.50758,-79.41969,48.50758###-79.41969
48.48771,-79.40125,48.48771###-79.40125
48.47616,-79.43284,48.47616###-79.43284
48.478,-79.437,48.478###-79.437
48.44871,-78.75119,48.44871###-78.75119
48.45473,-78.73141,48.45473###-78.73141
48.43174,-78.66166,48.43174###-78.66166
48.38447,-79.24642,48.38447###-79.24642
48.39741,-79.26554,48.39741###-79.26554
49.85851,-78.64629,49.85851###-78.64629
49.74483,-79.03635,49.74483###-79.03635
49.67807,-79.01873,49.67807###-79.01873
48.53019,-79.46546,48.53019###-79.46546
48.43567,-79.42752,48.43567###-79.42752
48.52444,-79.49741,48.52444###-79.49741
48.06961,-71.26007,48.06961###-71.26007
48.23614,-71.28947,48.23614###-71.28947
48.27723,-71.22184,48.27723###-71.22184
47.90745,-71.25323,47.90745###-71.25323
47.90746,-71.25322,47.90746###-71.25322
48.00413,-71.23508,48.00413###-71.23508
48.33617,-70.79433,48.33617###-70.79433
48.25575,-70.85339,48.25575###-70.85339
48.12952,-70.87558,48.12952###-70.87558
47.85589,-71.29579,47.85589###-71.29579
47.90808,-71.36897,47.90808###-71.36897
48.13086,-71.15431,48.13086###-71.15431
48.14232,-71.18548,48.14232###-71.18548
48.14848,-71.23901,48.14848###-71.23901
47.85789,-71.30308,47.85789###-71.30308
47.97141,-71.4119,47.97141###-71.4119
48.12746,-71.57098,48.12746###-71.57098
47.97518,-71.46764,47.97518###-71.46764
48.15193,-71.60084,48.15193###-71.60084
48.19144,-71.63635,48.19144###-71.63635
47.77109,-70.73019,47.77109###-70.73019
47.81706,-70.75241,47.81706###-70.75241
47.98316,-70.7772,47.98316###-70.7772
47.84525,-70.77455,47.84525###-70.77455
49.67457,-74.344,49.67457###-74.344
49.65316,-74.32946,49.65316###-74.32946
49.64052,-74.3197,49.64052###-74.3197
49.55607,-74.22138,49.55607###-74.22138
48.21267,-70.81628,48.21267###-70.81628
48.21261,-70.80326,48.21261###-70.80326
54.901,-67.24586,54.901###-67.24586
54.93972,-67.29724,54.93972###-67.29724
54.95217,-67.3098,54.95217###-67.3098
55.11784,-67.37594,55.11784###-67.37594
55.1468,-67.4178,55.1468###-67.4178
55.05921,-67.29922,55.05921###-67.29922
54.84787,-66.75456,54.84787###-66.75456
54.85623,-66.80281,54.85623###-66.80281
55.10872,-67.18746,55.10872###-67.18746
54.89692,-66.6115,54.89692###-66.6115
54.89131,-66.59229,54.89131###-66.59229
54.8937,-66.6013,54.8937###-66.6013
54.8812,-66.677,54.8812###-66.677
54.67562,-66.6166,54.67562###-66.6166
54.74231,-66.69632,54.74231###-66.69632
54.47837,-66.62186,54.47837###-66.62186
54.58592,-66.73449,54.58592###-66.73449
54.63835,-66.75481,54.63835###-66.75481
54.63074,-66.75054,54.63074###-66.75054
54.65224,-66.57173,54.65224###-66.57173
54.69085,-66.63493,54.69085###-66.63493
54.813,-66.77197,54.813###-66.77197
54.83692,-66.75352,54.83692###-66.75352
55.13476,-67.21805,55.13476###-67.21805
55.0989,-67.17895,55.0989###-67.17895
54.49625,-66.79972,54.49625###-66.79972
54.49738,-66.81339,54.49738###-66.81339
54.48951,-66.81695,54.48951###-66.81695
54.94364,-67.03263,54.94364###-67.03263
54.98444,-67.09427,54.98444###-67.09427
54.93201,-67.11375,54.93201###-67.11375
54.91727,-67.16045,54.91727###-67.16045
54.47426,-66.75041,54.47426###-66.75041
54.47288,-66.74905,54.47288###-66.74905
54.44312,-66.71996,54.44312###-66.71996
55.28754,-67.83904,55.28754###-67.83904
55.22597,-65.60683,55.22597###-65.60683
54.87474,-67.20385,54.87474###-67.20385
54.87928,-67.21008,54.87928###-67.21008
54.89369,-67.22543,54.89369###-67.22543
54.89484,-67.2245,54.89484###-67.2245
54.43353,-66.72407,54.43353###-66.72407
54.86717,-66.82303,54.86717###-66.82303
54.43663,-66.72491,54.43663###-66.72491
54.42096,-66.72016,54.42096###-66.72016
54.41145,-66.71493,54.41145###-66.71493
54.90555,-67.0011,54.90555###-67.0011
54.86804,-66.9399,54.86804###-66.9399
54.63906,-66.65246,54.63906###-66.65246
54.69606,-66.73819,54.69606###-66.73819
55.09396,-67.36364,55.09396###-67.36364
55.04808,-67.25424,55.04808###-67.25424
54.71372,-66.9203,54.71372###-66.9203
54.72591,-66.90882,54.72591###-66.90882
54.74766,-66.93077,54.74766###-66.93077
54.9114,-67.20322,54.9114###-67.20322
50.19217,-67.33018,50.19217###-67.33018
50.0937,-67.03742,50.0937###-67.03742
50.75613,-66.78057,50.75613###-66.78057
50.44489,-66.7872,50.44489###-66.7872
50.44501,-66.78732,50.44501###-66.78732
50.30148,-66.781,50.30148###-66.781
50.82059,-67.11292,50.82059###-67.11292
50.79943,-67.04408,50.79943###-67.04408
50.79954,-67.04412,50.79954###-67.04412
50.77943,-67.02289,50.77943###-67.02289
50.41672,-66.78995,50.41672###-66.78995
50.47546,-66.80676,50.47546###-66.80676
50.78402,-67.03181,50.78402###-67.03181
50.76027,-66.97317,50.76027###-66.97317
50.76064,-66.96088,50.76064###-66.96088
50.76233,-66.94904,50.76233###-66.94904
50.31366,-66.17544,50.31366###-66.17544
50.30831,-66.16386,50.30831###-66.16386
50.27142,-66.07771,50.27142###-66.07771
50.26546,-66.03192,50.26546###-66.03192
50.27191,-66.03574,50.27191###-66.03574
50.32457,-66.2173,50.32457###-66.2173
50.3088,-66.35758,50.3088###-66.35758
50.29733,-66.30874,50.29733###-66.30874
50.12531,-67.18966,50.12531###-67.18966
50.51011,-67.40318,50.51011###-67.40318
50.54982,-67.41543,50.54982###-67.41543
50.42992,-67.47322,50.42992###-67.47322
50.43465,-67.44215,50.43465###-67.44215
50.64808,-66.80331,50.64808###-66.80331
50.66179,-66.82529,50.66179###-66.82529
50.62215,-66.74305,50.62215###-66.74305
50.01276,-67.37926,50.01276###-67.37926
49.96407,-67.2237,49.96407###-67.2237
50.07971,-67.31197,50.07971###-67.31197
50.12539,-67.34056,50.12539###-67.34056
50.11887,-67.33203,50.11887###-67.33203
49.9324,-66.99511,49.9324###-66.99511
49.81845,-67.16416,49.81845###-67.16416
50.29882,-65.12241,50.29882###-65.12241
50.28143,-65.64124,50.28143###-65.64124
50.27649,-65.72276,50.27649###-65.72276
50.95614,-67.21651,50.95614###-67.21651
50.94992,-67.48203,50.94992###-67.48203
50.65393,-67.39278,50.65393###-67.39278
50.31277,-64.65803,50.31277###-64.65803
50.1745,-66.71529,50.1745###-66.71529
50.17273,-66.7169,50.17273###-66.7169
50.17469,-66.71767,50.17469###-66.71767
50.19067,-66.69251,50.19067###-66.69251
50.18435,-66.68772,50.18435###-66.68772
50.10966,-66.70898,50.10966###-66.70898
50.44791,-66.78823,50.44791###-66.78823
50.44714,-66.78851,50.44714###-66.78851
50.39382,-66.76057,50.39382###-66.76057
50.41762,-66.78995,50.41762###-66.78995
50.41782,-66.79041,50.41782###-66.79041
50.21311,-66.6929,50.21311###-66.6929
50.21194,-66.68916,50.21194###-66.68916
50.44496,-66.78764,50.44496###-66.78764
50.26006,-66.77486,50.26006###-66.77486
50.30865,-66.35785,50.30865###-66.35785
50.22595,-66.60226,50.22595###-66.60226
50.23126,-66.61398,50.23126###-66.61398
50.27151,-66.07838,50.27151###-66.07838
50.27118,-66.07799,50.27118###-66.07799
50.26228,-66.5024,50.26228###-66.5024
50.27685,-66.48592,50.27685###-66.48592
50.24524,-66.52946,50.24524###-66.52946
50.2306,-66.54006,50.2306###-66.54006
50.22099,-66.59481,50.22099###-66.59481
50.22249,-66.58592,50.22249###-66.58592
50.77983,-67.02738,50.77983###-67.02738
50.77941,-67.00827,50.77941###-67.00827
50.18234,-67.31053,50.18234###-67.31053
50.13648,-67.11711,50.13648###-67.11711
50.12329,-67.09453,50.12329###-67.09453
50.79231,-66.85809,50.79231###-66.85809
50.85433,-66.80164,50.85433###-66.80164
50.83889,-66.81948,50.83889###-66.81948
50.75601,-66.88724,50.75601###-66.88724
50.76137,-66.98586,50.76137###-66.98586
50.77351,-66.92006,50.77351###-66.92006
50.11436,-67.32801,50.11436###-67.32801
50.01684,-67.35042,50.01684###-67.35042
51.970833,5.638333,51.970833###5.638333
43.633,116.7,43.633###116.7
53.41058,-2.97794,53.41058###-2.97794
37.23,-80.41,37.23###-80.41
37.8592,122.4853,37.8592###122.4853
64.25,-21.14,64.25###-21.14
21.8,-79.98,21.8###-79.98
55.47,-2.23,55.47###-2.23
43.53,10.81,43.53###10.81
46.65,11.42,46.65###11.42
52.89,-7.51,52.89###-7.51
23.2,-81.04,23.2###-81.04
38.802161,-75.20299,38.802161###-75.20299
29.23957,118.11587,29.23957###118.11587
29.24926,118.13484,29.24926###118.13484
29.23885,118.12402,29.23885###118.12402
29.24963,118.12015,29.24963###118.12015
29.24687,118.1122,29.24687###118.1122
29.25497,118.14747,29.25497###118.14747
29.27383,118.13647,29.27383###118.13647
29.24939,118.1219,29.24939###118.1219
29.2463,118.11621,29.2463###118.11621
29.24944,118.13518,29.24944###118.13518
29.24917,118.13106,29.24917###118.13106
29.24253,118.09966,29.24253###118.09966
29.24342,118.10828,29.24342###118.10828
29.24516,118.12461,29.24516###118.12461
29.28045,118.08389,29.28045###118.08389
29.28139,118.08803,29.28139###118.08803
29.27059,118.08084,29.27059###118.08084
29.2145,118.13723,29.2145###118.13723
29.21483,118.13469,29.21483###118.13469
45.539,10.184,45.539###10.184
16.2073497,-61.6481441,16.2073497###-61.6481441
47.543367,0.744155,47.543367###0.744155
55.21744,10.66167,55.21744###10.66167
55.23702,10.751671,55.23702###10.751671
54.864052,12.030108,54.864052###12.030108
22.5537717,114.0871167,22.5537717###114.0871167
55.704971,12.446263,55.704971###12.446263
47.735695,-3.42714,47.735695###-3.42714
51.9708,5.63833,51.9708###5.63833
44.5,11.3,44.5###11.3
43.38,-80.39,43.38###-80.39
46.39825,10.58561111,46.39825###10.58561111
46.39823,10.5856,46.39823###10.5856
46.39788889,10.58591667,46.39788889###10.58591667
46.39761111,10.58580556,46.39761111###10.58580556
35.7363,101.4605,35.7363###101.4605
42.786861,-86.104963,42.786861###-86.104963
41.36562,-85.805992,41.36562###-85.805992
